Titulo/Contrato;Vencimento do Titulo/Contrato;Valor do Estoque;Quantidade do Estoque;Mes do Estoque;Classe da Carteira;Tipo de Divida
HSTN B011;01/01/2028;29696,52;6062,00;11/2017;Mercado;Dívida Interna
TDAD05L339;01/12/2022;170668,48;1696,00;11/2017;Mercado;Dívida Interna
TDAD05L410;01/12/2017;5577,60;56,00;11/2017;Mercado;Dívida Interna
TDAD05L415;01/12/2022;5479,65;55,00;11/2017;Mercado;Dívida Interna
TDAD05L417;01/12/2024;5579,28;56,00;11/2017;Mercado;Dívida Interna
TDAD06A238;01/01/2021;865427,65;8539,00;11/2017;Mercado;Dívida Interna
TDAD06B235;01/02/2018;352127,88;3484,00;11/2017;Mercado;Dívida Interna
TDAD06B236;01/02/2019;352197,56;3484,00;11/2017;Mercado;Dívida Interna
TDAD06B411;01/02/2019;1196064,32;12028,00;11/2017;Mercado;Dívida Interna
TDAD00L417;01/12/2019;32818,50;330,00;09/2017;Mercado;Dívida Interna
TDAD01A418;01/01/2021;15402,35;155,00;09/2017;Mercado;Dívida Interna
TDAD01B340;01/02/2019;282087,12;2822,00;09/2017;Mercado;Dívida Interna
TDAD01D415;01/04/2018;707391,68;7136,00;09/2017;Mercado;Dívida Interna
TDAD01D416;01/04/2019;707463,04;7136,00;09/2017;Mercado;Dívida Interna
TDAD01D417;01/04/2020;707391,68;7136,00;09/2017;Mercado;Dívida Interna
TDAD01E415;01/05/2018;70325,50;710,00;09/2017;Mercado;Dívida Interna
TDAD01E417;01/05/2020;71613,15;723,00;09/2017;Mercado;Dívida Interna
TDAD01E418;01/05/2021;60822,84;614,00;09/2017;Mercado;Dívida Interna
TDAD01K338;01/11/2017;376474,58;3749,00;09/2017;Mercado;Dívida Interna
TDAD01L338;01/12/2017;169957,65;1695,00;09/2017;Mercado;Dívida Interna
TDAD07L337;01/12/2022;1184560,79;11809,00;09/2017;Mercado;Dívida Interna
TDAD07L416;01/12/2025;168800,59;1697,00;09/2017;Mercado;Dívida Interna
TDAD08A235;01/01/2020;59311,56;588,00;09/2017;Mercado;Dívida Interna
TDAD08C233;01/03/2018;64845,48;646,00;09/2017;Mercado;Dívida Interna
TDAD08C235;01/03/2020;64851,94;646,00;09/2017;Mercado;Dívida Interna
TDAD08C236;01/03/2021;64871,32;646,00;09/2017;Mercado;Dívida Interna
TDAD08D337;01/04/2023;273439,60;2744,00;09/2017;Mercado;Dívida Interna
TDAE120237;01/02/2021;1361416,96;13264,00;09/2017;Mercado;Dívida Interna
TDAE120254;01/02/2023;1096088,40;10680,00;09/2017;Mercado;Dívida Interna
TDAE120255;01/02/2024;1096622,40;10680,00;09/2017;Mercado;Dívida Interna
TDAE120258;01/02/2027;1098064,17;10693,00;09/2017;Mercado;Dívida Interna
TDAE120434;01/04/2018;48477,51;477,00;09/2017;Mercado;Dívida Interna
TDAE971078;01/10/2017;1583153,76;15144,00;09/2017;Mercado;Dívida Interna
TDAE980278;01/02/2018;1011040,45;9859,00;09/2017;Mercado;Dívida Interna
TDA26030100;01/03/2026;1908391,36;19232,00;09/2017;Mercado;Dívida Interna
TDA21030100;01/03/2021;1908391,36;19232,00;09/2017;Mercado;Dívida Interna
LTN 010719;01/07/2019;36865037665,61;46596952,00;09/2017;Mercado;Dívida Interna
TDA23100600;01/10/2023;505604,40;4830,00;09/2017;Mercado;Dívida Interna
TDAD04G414;01/07/2020;153205,56;1548,00;10/2017;Mercado;Dívida Interna
TDAD04G416;01/07/2022;153205,56;1548,00;10/2017;Mercado;Dívida Interna
TDAD04H416;01/08/2022;2637624,00;26675,00;10/2017;Mercado;Dívida Interna
TDAD04I340;01/09/2022;1067895,22;10789,00;10/2017;Mercado;Dívida Interna
TDAD04J336;01/10/2018;18475,60;187,00;10/2017;Mercado;Dívida Interna
TDAD09H409;01/08/2020;9689,26;98,00;10/2017;Mercado;Dívida Interna
TDAD09H411;01/08/2022;9690,24;98,00;10/2017;Mercado;Dívida Interna
TDAD09H413;01/08/2024;9692,20;98,00;10/2017;Mercado;Dívida Interna
TDAD09H415;01/08/2026;9692,20;98,00;10/2017;Mercado;Dívida Interna
TDAD09H416;01/08/2027;9692,20;98,00;10/2017;Mercado;Dívida Interna
TDAJ12EC17;01/05/2021;276914,75;2765,00;10/2017;Mercado;Dívida Interna
TDAJ11LC18;01/12/2021;22103,02;218,00;10/2017;Mercado;Dívida Interna
TDAD12C237;01/03/2026;87582,90;870,00;10/2017;Mercado;Dívida Interna
TDAD12C339;01/03/2029;3200,64;32,00;10/2017;Mercado;Dívida Interna
TDAD09J335;01/10/2022;10869,10;110,00;10/2017;Mercado;Dívida Interna
NTN-I 150123;15/01/2023;8921655,36;2469350,00;11/2017;Mercado;Dívida Interna
NTN-I 151022;15/10/2022;7672102,45;2081475,00;11/2017;Mercado;Dívida Interna
NTN-I 150726;15/07/2026;1656742,92;609644,00;11/2017;Mercado;Dívida Interna
NTN-I 150134;15/01/2034;120807,62;84903,00;11/2017;Mercado;Dívida Interna
NTN-P 010122-010106;01/01/2022;59078,68;25793,00;11/2017;Mercado;Dívida Interna
NTN-P 010127-010111;01/01/2027;765676,17;476902,00;11/2017;Mercado;Dívida Interna
TDAD06D334;01/04/2018;1372675,90;13735,00;11/2017;Mercado;Dívida Interna
TDAD06E335;01/05/2019;493910,20;4949,00;11/2017;Mercado;Dívida Interna
TDAD06E340;01/05/2024;507484,88;5084,00;11/2017;Mercado;Dívida Interna
TDAD06F336;01/06/2020;825932,70;8290,00;11/2017;Mercado;Dívida Interna
TDAD06F339;01/06/2023;792018,20;7948,00;11/2017;Mercado;Dívida Interna
TDAD06F413;01/06/2021;40544,17;409,00;11/2017;Mercado;Dívida Interna
TDAD06F416;01/06/2024;40552,35;409,00;11/2017;Mercado;Dívida Interna
TDAD06G237;01/07/2020;350214,34;3506,00;11/2017;Mercado;Dívida Interna
TDAD06G336;01/07/2020;379676,99;3817,00;11/2017;Mercado;Dívida Interna
TDAD06G337;01/07/2021;379676,99;3817,00;11/2017;Mercado;Dívida Interna
TDAD02C339;01/03/2019;78742,20;789,00;09/2017;Mercado;Dívida Interna
TDAD02C415;01/03/2019;189094,26;1906,00;09/2017;Mercado;Dívida Interna
TDAD02H417;01/08/2021;321132,50;3250,00;09/2017;Mercado;Dívida Interna
TDAD02I339;01/09/2019;157997,19;1599,00;09/2017;Mercado;Dívida Interna
TDAD02K338;01/11/2018;121243,15;1207,00;09/2017;Mercado;Dívida Interna
TDAD02K413;01/11/2017;73445,76;738,00;09/2017;Mercado;Dívida Interna
TDAD02K416;01/11/2020;73460,52;738,00;09/2017;Mercado;Dívida Interna
TDAD02K417;01/11/2021;73467,90;738,00;09/2017;Mercado;Dívida Interna
TDAD02L418;01/12/2022;41876,87;421,00;09/2017;Mercado;Dívida Interna
TDAE990178;01/01/2019;904774,88;8774,00;09/2017;Mercado;Dívida Interna
TDAH080238;01/02/2018;51685,20;504,00;09/2017;Mercado;Dívida Interna
TDAH090838;01/08/2019;67390,44;676,00;09/2017;Mercado;Dívida Interna
TDAD04L339;01/12/2021;3656768,64;36393,00;10/2017;Mercado;Dívida Interna
TDAD04L413;01/12/2019;263754,50;2650,00;10/2017;Mercado;Dívida Interna
TDAD04L417;01/12/2023;262115,15;2633,00;10/2017;Mercado;Dívida Interna
TDAD05B336;01/02/2019;898687,47;8977,00;10/2017;Mercado;Dívida Interna
TDAD05B339;01/02/2022;1156786,48;11554,00;10/2017;Mercado;Dívida Interna
TDAD05B340;01/02/2023;1113634,76;11123,00;10/2017;Mercado;Dívida Interna
TDAD05G238;01/07/2020;933935,52;9304,00;01/2018;Mercado;Dívida Interna
TDAD05H340;01/08/2023;242249,15;2431,00;01/2018;Mercado;Dívida Interna
TDAD10C417;01/03/2029;557691,57;5601,00;01/2018;Mercado;Dívida Interna
TDAD10D234;01/04/2021;2026242,56;20038,00;01/2018;Mercado;Dívida Interna
TDAD10F232;01/06/2019;8955,18;89,00;01/2018;Mercado;Dívida Interna
TDAD10F236;01/06/2023;8957,85;89,00;01/2018;Mercado;Dívida Interna
TDAD10F235;01/06/2022;8956,96;89,00;01/2018;Mercado;Dívida Interna
TDAD10G233;01/07/2020;312081,42;3109,00;01/2018;Mercado;Dívida Interna
TDAD10G234;01/07/2021;312112,51;3109,00;01/2018;Mercado;Dívida Interna
TDAD10G237;01/07/2024;312236,87;3109,00;01/2018;Mercado;Dívida Interna
TDAD09J411;01/10/2022;254624,08;2573,00;01/2018;Mercado;Dívida Interna
TDAH071269;01/12/2018;302883,60;3041,00;01/2018;Mercado;Dívida Interna
TDAH071275;01/12/2024;303157,29;3041,00;01/2018;Mercado;Dívida Interna
TDAJ12HC14;01/08/2018;69569,50;695,00;01/2018;Mercado;Dívida Interna
TDAJ12JC17;01/10/2021;2291,72;23,00;01/2018;Mercado;Dívida Interna
NTN-I 150534;15/05/2034;49502,02;34556,00;02/2018;Mercado;Dívida Interna
NTN-I 150718;15/07/2018;47288168,48;8935610,00;02/2018;Mercado;Dívida Interna
NTN-I 150721;15/07/2021;16476398,58;3909726,00;02/2018;Mercado;Dívida Interna
NTN-I 150821;15/08/2021;14605831,04;3490140,00;02/2018;Mercado;Dívida Interna
NTN-I 150819;15/08/2019;34766844,75;7122780,00;02/2018;Mercado;Dívida Interna
NTN-I 151019;15/10/2019;34943536,78;7253433,00;02/2018;Mercado;Dívida Interna
NTN-I 151127;15/11/2027;569916,64;226521,00;02/2018;Mercado;Dívida Interna
TDAD07G236;01/07/2020;562096,92;5588,00;02/2018;Mercado;Dívida Interna
TDAD07G237;01/07/2021;559939,60;5566,00;02/2018;Mercado;Dívida Interna
TDAD07G417;01/07/2026;327657,00;3300,00;02/2018;Mercado;Dívida Interna
TDAD07H238;01/08/2022;590760,45;5887,00;02/2018;Mercado;Dívida Interna
TDAD07H235;01/08/2019;608100,13;6061,00;02/2018;Mercado;Dívida Interna
TDAD07H334;01/08/2019;19554,92;196,00;02/2018;Mercado;Dívida Interna
TDAD07H337;01/08/2022;19556,88;196,00;02/2018;Mercado;Dívida Interna
TDAD07H411;01/08/2020;184096,64;1856,00;02/2018;Mercado;Dívida Interna
TDAD07H414;01/08/2023;184115,20;1856,00;02/2018;Mercado;Dívida Interna
TDAD07H415;01/08/2024;184133,76;1856,00;02/2018;Mercado;Dívida Interna
TDAD07H418;01/08/2027;184927,44;1864,00;02/2018;Mercado;Dívida Interna
TDAD07I237;01/09/2021;502051,44;5016,00;02/2018;Mercado;Dívida Interna
TDAD07I333;01/09/2018;112613,67;1131,00;02/2018;Mercado;Dívida Interna
TDAE100336;01/03/2018;1278784,36;12236,00;02/2018;Mercado;Dívida Interna
TDAE100337;01/03/2019;1278784,36;12236,00;02/2018;Mercado;Dívida Interna
TDAE100351;01/03/2018;207243,33;1983,00;02/2018;Mercado;Dívida Interna
TDAE100355;01/03/2022;207382,14;1983,00;02/2018;Mercado;Dívida Interna
TDAE100369;01/03/2021;103648,69;991,00;02/2018;Mercado;Dívida Interna
TDAE100371;01/03/2023;103658,60;991,00;02/2018;Mercado;Dívida Interna
TDAE100375;01/03/2027;103718,06;991,00;02/2018;Mercado;Dívida Interna
TDAE100376;01/03/2028;103698,24;991,00;02/2018;Mercado;Dívida Interna
TDAE100438;01/04/2020;1268817,99;12199,00;02/2018;Mercado;Dívida Interna
TDAE110552;01/05/2020;1162745,43;11231,00;02/2018;Mercado;Dívida Interna
TDA20070600;01/07/2020;2976411,20;29024,00;02/2018;Mercado;Dívida Interna
TDA22100600;01/10/2022;487922,16;4829,00;02/2018;Mercado;Dívida Interna
TDA19090600;01/09/2019;260373,15;2565,00;02/2018;Mercado;Dívida Interna
NTN-B 150521;15/05/2021;69889811577,93;22636124,00;02/2018;Mercado;Dívida Interna
TDA20090300;01/09/2020;39731,76;397,00;02/2018;Mercado;Dívida Interna
TDAD04L417;01/12/2023;260561,68;2633,00;03/2018;Mercado;Dívida Interna
TDAD05B336;01/02/2019;888184,38;8977,00;03/2018;Mercado;Dívida Interna
TDAD05B340;01/02/2023;1100620,85;11123,00;03/2018;Mercado;Dívida Interna
TDAD05D338;01/04/2021;719864,55;7155,00;03/2018;Mercado;Dívida Interna
TDAD05D413;01/04/2020;109958,40;1104,00;03/2018;Mercado;Dívida Interna
TDAD05D418;01/04/2025;221676,75;2225,00;03/2018;Mercado;Dívida Interna
TDAD10C334;01/03/2022;105430,27;1067,00;03/2018;Mercado;Dívida Interna
TDAD10C339;01/03/2027;105462,28;1067,00;03/2018;Mercado;Dívida Interna
TDAD10D231;01/04/2018;2070606,72;20384,00;03/2018;Mercado;Dívida Interna
TDAD10D232;01/04/2019;2072640,00;20400,00;03/2018;Mercado;Dívida Interna
TDAD10E234;01/05/2021;1143757,71;11283,00;03/2018;Mercado;Dívida Interna
TDAD10E238;01/05/2025;1155643,22;11398,00;03/2018;Mercado;Dívida Interna
TDAD10F235;01/06/2022;8999,68;89,00;03/2018;Mercado;Dívida Interna
TDAH071269;01/12/2018;305742,14;3041,00;03/2018;Mercado;Dívida Interna
TDAH071274;01/12/2023;305985,42;3041,00;03/2018;Mercado;Dívida Interna
TDAH071277;01/12/2026;306046,24;3041,00;03/2018;Mercado;Dívida Interna
TDAH071278;01/12/2027;307647,52;3056,00;03/2018;Mercado;Dívida Interna
TDAJ10EB17;01/05/2019;2913,05;29,00;03/2018;Mercado;Dívida Interna
TDAJ12HC15;01/08/2019;69910,05;695,00;03/2018;Mercado;Dívida Interna
TDAJ12JC14;01/10/2018;2301,84;23,00;03/2018;Mercado;Dívida Interna
TDAD11L236;01/12/2024;3846565,80;37845,00;11/2017;Mercado;Dívida Interna
TDAD11L333;01/12/2022;566949,42;5634,00;11/2017;Mercado;Dívida Interna
TDAD11L338;01/12/2027;567062,10;5634,00;11/2017;Mercado;Dívida Interna
TDAD11L409;01/12/2022;1448620,20;14540,00;11/2017;Mercado;Dívida Interna
TDAD11L410;01/12/2023;1448620,20;14540,00;11/2017;Mercado;Dívida Interna
TDAD12D229;01/04/2018;1943080,93;19313,00;11/2017;Mercado;Dívida Interna
TDAD12D232;01/04/2021;1943467,19;19313,00;11/2017;Mercado;Dívida Interna
TDAD12D234;01/04/2023;1869604,77;18579,00;11/2017;Mercado;Dívida Interna
NTN-F 010125;01/01/2025;62377792051,19;67545098,55;11/2017;Mercado;Dívida Interna
LFT 010920;01/09/2020;73468497348,44;7957381,00;11/2017;Banco Central;Dívida Interna
TDAD01H418;01/08/2021;8221,15;83,00;12/2017;Mercado;Dívida Interna
TDAD02A418;01/01/2022;2458820,84;24682,00;12/2017;Mercado;Dívida Interna
TDAD02H340;01/08/2020;472785,30;4754,00;12/2017;Mercado;Dívida Interna
TDAD02J340;01/10/2020;441084,00;4450,00;12/2017;Mercado;Dívida Interna
TDAD02K339;01/11/2019;120916,90;1222,00;12/2017;Mercado;Dívida Interna
TDAD08E340;01/05/2026;769923,00;7700,00;12/2017;Mercado;Dívida Interna
TDAD08F336;01/06/2022;31137,60;312,00;12/2017;Mercado;Dívida Interna
TDAD08H235;01/08/2020;67711,86;678,00;12/2017;Mercado;Dívida Interna
TDAD08H237;01/08/2022;67732,20;678,00;12/2017;Mercado;Dívida Interna
BIRD7632-BR;22/12/2109;235197207,30;1,00;09/2017;Mercado;Dívida Externa
BID2791/OCBR;10/06/2113;11643645,62;1,00;09/2017;Mercado;Dívida Externa
BIRD8074-BR;15/12/2111;73450868,57;1,00;03/2019;Mercado;Dívida Externa
BIRD7632-BR;22/12/2109;279724889,69;1,00;03/2019;Mercado;Dívida Externa
BBVA-P3/CLX;19/05/2105;445770533,46;1,00;03/2019;Mercado;Dívida Externa
BIRD7901-BR;05/10/2110;127856527,57;1,00;03/2019;Mercado;Dívida Externa
BID4723/OCBR;04/12/2119;8226979,71;1,00;04/2019;Mercado;Dívida Externa
BID1841/OCBR;15/09/2109;13329985,19;1,00;04/2019;Mercado;Dívida Externa
BIRD7383-BR;03/12/2107;75452928,93;1,00;10/2020;Mercado;Dívida Externa
BID1811/OCBR;23/11/2107;6633982,07;1,00;10/2020;Mercado;Dívida Externa
BIRD8813-BR;24/05/2118;17864376,67;1,00;10/2020;Mercado;Dívida Externa
BNP S/N-0102;04/08/2100;6931748,77;1,00;10/2020;Mercado;Dívida Externa
PROT.FRANCES;29/01/2081;4573218,78;1,00;10/2020;Mercado;Dívida Externa
BIRD8074-BR;15/12/2111;80401952,67;1,00;10/2020;Mercado;Dívida Externa
BIRD7632-BR;22/12/2109;358826823,89;1,00;10/2020;Mercado;Dívida Externa
BIRD7841-BR;21/09/2111;817576823,41;1,00;11/2020;Mercado;Dívida Externa
BIRD7338-BR;21/09/2106;1019956,98;1,00;11/2020;Mercado;Dívida Externa
RBC-CAYMAN;11/04/2024;299359,97;1,00;11/2020;Mercado;Dívida Externa
BIRD7383-BR;03/12/2107;27829306,06;1,00;01/2022;Mercado;Dívida Externa
BID2248/OCBR;29/12/2109;470751489,43;1,00;01/2022;Mercado;Dívida Externa
BIRD8095-BR;01/03/2112;179769991,56;1,00;01/2022;Mercado;Dívida Externa
BID5092/OCBR;21/12/2120;5382167333,59;1,00;01/2022;Mercado;Dívida Externa
BID3391/OCBR;28/12/2117;404121016,13;1,00;01/2022;Mercado;Dívida Externa
BIRD9074-BR;21/07/2121;617757,99;1,00;01/2022;Mercado;Dívida Externa
SOCGENPROJ-H;24/02/2109;2161525544,20;1,00;01/2022;Mercado;Dívida Externa
BID3391/OCBR;28/12/2117;470304980,55;1,00;02/2022;Mercado;Dívida Externa
BID2229/OCBR;12/11/2109;9561539,57;1,00;02/2022;Mercado;Dívida Externa
TDA27100200;01/10/2027;582421,44;5624,00;05/2024;Mercado;Dívida Interna
TDA29030100;01/03/2029;1805373,90;17622,00;05/2024;Mercado;Dívida Interna
TDA28030100;01/03/2028;1970318,40;19232,00;05/2024;Mercado;Dívida Interna
NTN-B 150555;15/05/2055;135125068112,89;27001196,67;05/2024;Mercado;Dívida Interna
TDA30070300;01/07/2030;680989,85;6485,00;05/2024;Mercado;Dívida Interna
TDA30100300;01/10/2030;47637,68;457,00;05/2024;Mercado;Dívida Interna
NTN-B 150826;15/08/2026;225971638089,75;50765438,72;05/2024;Mercado;Dívida Interna
NTN-F 010127;01/01/2027;81702372618,42;81075391,00;05/2024;Banco Central;Dívida Interna
TDA28030300;01/03/2028;469909,44;4564,00;05/2024;Mercado;Dívida Interna
HCFIB10001;01/01/2030;37246987,05;27017,00;06/2024;Mercado;Dívida Interna
TDAD13L333;01/12/2024;817042,41;7901,00;06/2024;Mercado;Dívida Interna
TDAD13L337;01/12/2028;792741,06;7666,00;06/2024;Mercado;Dívida Interna
NTN-I 150626;15/06/2026;24785019,17;2120348,00;06/2024;Mercado;Dívida Interna
TDA26120300;01/12/2026;4822735,68;46368,00;06/2024;Mercado;Dívida Interna
TDA26040300;01/04/2026;83207,84;808,00;06/2024;Mercado;Dívida Interna
TDA26060300;01/06/2026;18034,72;176,00;06/2024;Mercado;Dívida Interna
TDA25060300;01/06/2025;18034,72;176,00;06/2024;Mercado;Dívida Interna
NTN-I 150426;15/04/2026;34749161,48;2915361,00;07/2024;Mercado;Dívida Interna
NTN-B 150824;15/08/2024;56133879022,14;12693235,00;07/2024;Banco Central;Dívida Interna
TDAD12L336;01/12/2026;4193979,94;40459,00;07/2024;Mercado;Dívida Interna
TDAD12L339;01/12/2029;4193979,94;40459,00;07/2024;Mercado;Dívida Interna
TDAD11L237;01/12/2025;3791984,76;36228,00;08/2024;Mercado;Dívida Interna
TDAD11L415;01/12/2028;719228,62;6974,00;08/2024;Mercado;Dívida Interna
TDAD07H416;01/08/2025;190407,04;1856,00;09/2024;Mercado;Dívida Interna
TDAD07K339;01/11/2024;991893,00;9510,00;09/2024;Mercado;Dívida Interna
TDAD07L339;01/12/2024;1229671,17;11809,00;09/2024;Mercado;Dívida Interna
TDAD07L416;01/12/2025;175266,16;1697,00;09/2024;Mercado;Dívida Interna
TDAD08E340;01/05/2026;795075,73;7699,00;09/2024;Mercado;Dívida Interna
TDAD08K416;01/11/2026;94781,12;917,00;09/2024;Mercado;Dívida Interna
TDAD09B339;01/02/2026;49611,62;478,00;09/2024;Mercado;Dívida Interna
NTN-I 150530;15/05/2030;8931306,31;727114,00;10/2024;Mercado;Dívida Interna
NTN-I 150533;15/05/2033;2589230,55;210794,00;10/2024;Mercado;Dívida Interna
NTN-I 151124;15/11/2024;53738516,24;4374951,00;10/2024;Mercado;Dívida Interna
NTN-I 151128;15/11/2028;14644959,90;1192273,00;10/2024;Mercado;Dívida Interna
NTN-I 150330;15/03/2030;11518559,26;937747,00;10/2024;Mercado;Dívida Interna
NTN-I 150335;15/03/2035;1137205,72;92582,00;10/2024;Mercado;Dívida Interna
NTN-I 150925;15/09/2025;47718690,94;3884866,00;10/2024;Mercado;Dívida Interna
NTN-I 150932;15/09/2032;4054484,41;330083,00;10/2024;Mercado;Dívida Interna
Global 2029;30/05/2029;11782755912,00;2000000,00;10/2024;Mercado;Dívida Externa
Global 2030;06/03/2030;1444073755,21;237592,00;11/2024;Mercado;Dívida Externa
Global 2026;07/04/2026;13344501100,95;2176245,00;11/2024;Mercado;Dívida Externa
Global 2031 ESG;18/03/2031;12102399340,00;2000000,00;11/2024;Mercado;Dívida Externa
LFT 010329;01/03/2029;122226234809,64;7852000,00;11/2024;Banco Central;Dívida Interna
NTN-B1 RendA+ 150165;15/12/2084;566695561,57;2430549,20;11/2024;Mercado;Dívida Interna
LFT 010929;01/09/2029;49856733243,84;3205000,00;11/2024;Banco Central;Dívida Interna
LTN 011025;01/10/2025;58848129891,61;64070000,00;11/2024;Banco Central;Dívida Interna
BIRD8095-BR;01/03/2112;76615259,91;1,00;09/2017;Mercado;Dívida Externa
JBIC/BR-381;30/11/2017;15917027,47;1,00;09/2017;Mercado;Dívida Externa
PROT.FRANCES;29/01/2081;13689244,21;1,00;09/2017;Mercado;Dívida Externa
BIRD7299-BR;11/04/2106;826012195,62;1,00;10/2017;Mercado;Dívida Externa
BID1811/OCBR;23/11/2107;5499745,59;1,00;10/2017;Mercado;Dívida Externa
BIRD7383-BR;03/12/2107;96173478,60;1,00;10/2017;Mercado;Dívida Externa
JBIC/BR-381;30/11/2017;16377897,25;1,00;10/2017;Mercado;Dívida Externa
BID2229/OCBR;12/11/2109;10156489,12;1,00;04/2019;Mercado;Dívida Externa
SEK-FX2-SEK;25/08/2115;5098688829,56;1,00;04/2019;Mercado;Dívida Externa
BID1194/OCBR-C;18/05/2021;285986108,87;1,00;04/2019;Mercado;Dívida Externa
BID4732/OCBR;04/12/2119;1826320,09;1,00;05/2019;Mercado;Dívida Externa
BIRD7545-BR;09/09/2109;103696139,49;1,00;05/2019;Mercado;Dívida Externa
SEK-FX2-USD;25/08/2115;169850393,52;1,00;05/2019;Mercado;Dívida Externa
BIRD7428-BR;17/07/2108;7065534,08;1,00;05/2019;Mercado;Dívida Externa
TDAE120256;01/02/2025;1114458,00;10680,00;10/2022;Mercado;Dívida Interna
NTN-I 150423;15/04/2023;47716912,92;4481837,00;10/2022;Mercado;Dívida Interna
TDAD02L418;01/12/2022;42516,79;421,00;11/2022;Mercado;Dívida Interna
TDAD04I418;01/09/2024;7818,72;78,00;11/2022;Mercado;Dívida Interna
TDAD05C340;01/03/2023;96618,48;952,00;11/2022;Mercado;Dívida Interna
TDAD05H340;01/08/2023;244704,46;2431,00;11/2022;Mercado;Dívida Interna
TDAD05I416;01/09/2023;24659,04;246,00;11/2022;Mercado;Dívida Interna
TDAD05I418;01/09/2025;25561,20;255,00;11/2022;Mercado;Dívida Interna
TDA27080300;01/08/2027;1399115,46;13854,00;11/2022;Mercado;Dívida Interna
TDA30100200;01/10/2030;578244,48;5764,00;11/2022;Mercado;Dívida Interna
TDA26030300;01/03/2026;466623,36;4564,00;11/2022;Mercado;Dívida Interna
TDA25100200;01/10/2025;520460,16;5188,00;11/2022;Mercado;Dívida Interna
TDA28030100;01/03/2028;1937431,68;19232,00;11/2022;Mercado;Dívida Interna
TDA27030100;01/03/2027;1793675,70;17805,00;11/2022;Mercado;Dívida Interna
TDA30100300;01/10/2030;45923,93;457,00;11/2022;Mercado;Dívida Interna
TDAD11L340;01/12/2029;569800,49;5677,00;12/2022;Mercado;Dívida Interna
TDAD11L411;01/12/2024;662315,16;6604,00;12/2022;Mercado;Dívida Interna
TDAD11L417;01/12/2030;709150,59;7071,00;12/2022;Mercado;Dívida Interna
TDAD12D236;01/04/2025;1907087,98;18613,00;12/2022;Mercado;Dívida Interna
TDAD12D237;01/04/2026;1962826,22;19157,00;12/2022;Mercado;Dívida Interna
TDAD12D413;01/04/2027;18374,72;182,00;12/2022;Mercado;Dívida Interna
TDAD12H237;01/08/2026;1424498,40;14040,00;12/2022;Mercado;Dívida Interna
TDAD12J234;01/10/2023;1126915,52;11162,00;12/2022;Mercado;Dívida Interna
AINSS A025;17/02/2030;15052,40;11,00;01/2023;Mercado;Dívida Interna
AINSS A036;22/03/2031;33415,75;25,00;01/2023;Mercado;Dívida Interna
AINSS A043;28/03/2032;100451,89;77,00;01/2023;Mercado;Dívida Interna
CVSB970101;01/01/2027;2085345494,02;3397509,00;01/2023;Mercado;Dívida Interna
HCFTEE0141;01/01/2041;105679718,62;16691045,00;01/2023;Mercado;Dívida Interna
NTN-I 150525;15/05/2025;24760888,80;2419303,00;01/2023;Mercado;Dívida Interna
NTN-I 150534;15/05/2034;803445,98;78502,00;01/2023;Mercado;Dívida Interna
TDA26020300;01/02/2026;1344,33;13,00;01/2023;Mercado;Dívida Interna
