Titulo/Contrato;Vencimento do Titulo/Contrato;Valor do Estoque;Quantidade do Estoque;Mes do Estoque;Classe da Carteira;Tipo de Divida
TDAD04D417;01/04/2023;28392,91;287,00;04/2022;Mercado;Dívida Interna
TDAD04G416;01/07/2022;154304,64;1548,00;04/2022;Mercado;Dívida Interna
TDAD04H340;01/08/2022;53475,89;533,00;04/2022;Mercado;Dívida Interna
TDAD04H417;01/08/2023;2613241,60;26240,00;04/2022;Mercado;Dívida Interna
TDAD04H418;01/08/2024;2547213,43;25577,00;04/2022;Mercado;Dívida Interna
TDAD04I417;01/09/2023;2786,28;28,00;04/2022;Mercado;Dívida Interna
TDA26040300;01/04/2026;80064,72;808,00;04/2022;Mercado;Dívida Interna
TDAD07K337;01/11/2022;952521,60;9510,00;05/2022;Mercado;Dívida Interna
TDAD08D339;01/04/2025;272588,96;2744,00;05/2022;Mercado;Dívida Interna
TDAD08D414;01/04/2024;215893,09;2177,00;05/2022;Mercado;Dívida Interna
TDAD08E337;01/05/2023;646786,74;6522,00;05/2022;Mercado;Dívida Interna
TDAD08G237;01/07/2022;1176710,91;11567,00;05/2022;Mercado;Dívida Interna
TDAD08F339;01/06/2025;32417,79;321,00;05/2022;Mercado;Dívida Interna
TDAD08G238;01/07/2023;1199294,97;11789,00;05/2022;Mercado;Dívida Interna
LFT 010323;01/03/2023;169177571797,76;14439306,88;05/2022;Mercado;Dívida Interna
NTN-I 150429;15/04/2029;2719666,99;293285,00;05/2022;Mercado;Dívida Interna
TDA22060600;01/06/2022;685743,30;6534,00;05/2022;Mercado;Dívida Interna
TDAD11L234;01/12/2022;3698701,16;36668,00;06/2022;Mercado;Dívida Interna
TDAD11L236;01/12/2024;3681654,13;36499,00;06/2022;Mercado;Dívida Interna
TDAD05C340;01/03/2023;95142,88;952,00;10/2021;Mercado;Dívida Interna
TDAD05E339;01/05/2022;71121,54;714,00;10/2021;Mercado;Dívida Interna
TDAD05F417;01/06/2024;4969133,92;50173,00;10/2021;Mercado;Dívida Interna
TDAD05H339;01/08/2022;252359,52;2546,00;10/2021;Mercado;Dívida Interna
TDAD05J416;01/10/2023;147176,61;1491,00;10/2021;Mercado;Dívida Interna
TDAD05J418;01/10/2025;149644,36;1516,00;10/2021;Mercado;Dívida Interna
TDAD05K340;01/11/2023;240937,00;2395,00;10/2021;Mercado;Dívida Interna
TDAD05K418;01/11/2025;1703829,05;17105,00;10/2021;Mercado;Dívida Interna
TDAD05L418;01/12/2025;6469,45;65,00;10/2021;Mercado;Dívida Interna
TDAD09L238;01/12/2024;3850,92;38,00;10/2021;Mercado;Dívida Interna
TDAD09L236;01/12/2022;3749,58;37,00;10/2021;Mercado;Dívida Interna
TDAD13J234;01/10/2024;3119447,37;31551,00;10/2021;Mercado;Dívida Interna
TDAD13L236;01/12/2026;1123455,24;11086,00;10/2021;Mercado;Dívida Interna
TDAD13L238;01/12/2028;1132677,18;11177,00;10/2021;Mercado;Dívida Interna
TDAD13L330;01/12/2021;793497,43;7901,00;10/2021;Mercado;Dívida Interna
TDAD13L332;01/12/2023;793497,43;7901,00;10/2021;Mercado;Dívida Interna
TDAD13L338;01/12/2029;793497,43;7901,00;10/2021;Mercado;Dívida Interna
TDAD07E339;01/05/2024;24643,19;247,00;11/2021;Mercado;Dívida Interna
TDAD07F339;01/06/2024;999685,96;10036,00;11/2021;Mercado;Dívida Interna
TDAD07H337;01/08/2022;19458,88;196,00;11/2021;Mercado;Dívida Interna
TDAD07H340;01/08/2025;19756,72;199,00;11/2021;Mercado;Dívida Interna
TDAD07L340;01/12/2025;1190583,24;11836,00;11/2021;Mercado;Dívida Interna
TDA29070300;01/07/2029;1173437,20;11752,00;11/2021;Mercado;Dívida Interna
TDA23070300;01/07/2023;1198000,30;11998,00;11/2021;Mercado;Dívida Interna
TDA22110300;01/11/2022;749754,24;7584,00;11/2021;Mercado;Dívida Interna
TDA31100200;01/10/2031;570347,80;5764,00;11/2021;Mercado;Dívida Interna
TDA29100200;01/10/2029;570347,80;5764,00;11/2021;Mercado;Dívida Interna
TDAD08J338;01/10/2024;53744,72;542,00;12/2021;Mercado;Dívida Interna
TDAD08K413;01/11/2023;96062,76;972,00;12/2021;Mercado;Dívida Interna
HCFTEE0143;01/01/2043;17165617,56;3896316,00;07/2020;Mercado;Dívida Interna
HCFTD10001;01/05/2031;319312670,57;110879,00;07/2020;Mercado;Dívida Interna
TDAD12A235;01/01/2024;50471,02;503,00;07/2020;Mercado;Dívida Interna
TDAD12A236;01/01/2025;50471,02;503,00;07/2020;Mercado;Dívida Interna
TDAD11D233;01/04/2021;18525,60;186,00;07/2020;Mercado;Dívida Interna
TDAD11D238;01/04/2026;19322,40;194,00;07/2020;Mercado;Dívida Interna
TDAD09L235;01/12/2021;3721,83;37,00;07/2020;Mercado;Dívida Interna
TDAH121136;01/11/2020;1019370,60;9892,00;07/2020;Mercado;Dívida Interna
TDAD13J232;01/10/2022;3218791,52;31844,00;07/2020;Mercado;Dívida Interna
TDAD13J235;01/10/2025;3130447,60;30970,00;07/2020;Mercado;Dívida Interna
TDAD01H418;01/08/2021;8192,93;83,00;08/2020;Mercado;Dívida Interna
TDAD02I340;01/09/2020;162167,20;1612,00;08/2020;Mercado;Dívida Interna
TDAD02K416;01/11/2020;73394,10;738,00;08/2020;Mercado;Dívida Interna
TDAD02K417;01/11/2021;73394,10;738,00;08/2020;Mercado;Dívida Interna
TDAD03I415;01/09/2020;405313,09;4069,00;08/2020;Mercado;Dívida Interna
TDAD12J231;01/10/2020;1133082,54;11181,00;08/2020;Mercado;Dívida Interna
TDAD12J418;01/10/2032;719900,49;7233,00;08/2020;Mercado;Dívida Interna
TDAE040777;01/07/2023;2677815,63;26883,00;08/2020;Mercado;Dívida Interna
NTN-I 151232;15/12/2032;303,02;30,00;08/2020;Mercado;Dívida Interna
TDA27010300;01/01/2027;7243,20;72,00;08/2020;Mercado;Dívida Interna
LTN 010422;01/04/2022;56957244325,44;60839887,00;08/2020;Mercado;Dívida Interna
TDAD09H339;01/08/2026;876795,95;8861,00;09/2020;Mercado;Dívida Interna
TDA25120200;01/12/2025;1412663,40;14090,00;09/2020;Mercado;Dívida Interna
TDA25070300;01/07/2025;1210105,44;12179,00;09/2020;Mercado;Dívida Interna
TDA28070300;01/07/2028;1209310,56;12171,00;09/2020;Mercado;Dívida Interna
TDA27070300;01/07/2027;1205336,16;12131,00;09/2020;Mercado;Dívida Interna
TDA22070300;01/07/2022;1210105,44;12179,00;09/2020;Mercado;Dívida Interna
NTN-I 150226;15/02/2026;7285471,64;695618,00;09/2020;Mercado;Dívida Interna
TDAD06E339;01/05/2023;500341,03;5023,00;10/2020;Mercado;Dívida Interna
TDAD06E340;01/05/2024;506417,24;5084,00;10/2020;Mercado;Dívida Interna
TDAD06F417;01/06/2025;40507,36;409,00;10/2020;Mercado;Dívida Interna
TDAD06G340;01/07/2024;379051,04;3818,00;10/2020;Mercado;Dívida Interna
TDAD06G414;01/07/2022;1479500,40;14952,00;10/2020;Mercado;Dívida Interna
TDAD06G416;01/07/2024;1481281,50;14970,00;10/2020;Mercado;Dívida Interna
TDAD06H338;01/08/2022;54813,36;553,00;10/2020;Mercado;Dívida Interna
TDAD06H415;01/08/2023;58827,65;595,00;10/2020;Mercado;Dívida Interna
TDAD06H418;01/08/2026;61398,27;621,00;10/2020;Mercado;Dívida Interna
TDAD06I238;01/09/2021;1606834,32;16211,00;10/2020;Mercado;Dívida Interna
TDAD06J339;01/10/2023;754261,65;7635,00;10/2020;Mercado;Dívida Interna
TDAD12K338;01/11/2028;413466,00;4110,00;10/2020;Mercado;Dívida Interna
TDAH090358;01/03/2024;106467,66;1038,00;10/2020;Mercado;Dívida Interna
NTN-I 150327;15/03/2027;7071777,42;709257,00;11/2020;Mercado;Dívida Interna
NTN-I 150929;15/09/2029;2836200,94;284454,00;11/2020;Mercado;Dívida Interna
NTN-I 150934;15/09/2034;616068,62;61788,00;11/2020;Mercado;Dívida Interna
TDAD12J336;01/10/2026;296454,20;2996,00;11/2020;Mercado;Dívida Interna
TDAD12J339;01/10/2029;354142,05;3579,00;11/2020;Mercado;Dívida Interna
TDAD12J418;01/10/2032;714548,07;7233,00;11/2020;Mercado;Dívida Interna
TDAE020277;01/02/2021;145991,40;1410,00;11/2020;Mercado;Dívida Interna
TDAE070976;01/09/2025;1196976,31;11959,00;11/2020;Mercado;Dívida Interna
TDAE070973;01/09/2022;1204583,15;12035,00;11/2020;Mercado;Dívida Interna
NTN-F 010131;01/01/2031;72232672930,91;59875946,00;11/2020;Banco Central;Dívida Interna
TDA21050600;01/05/2021;458249,40;4490,00;11/2020;Mercado;Dívida Interna
Global 2025B;06/06/2025;9151677500,00;1750000,00;12/2020;Mercado;Dívida Externa
HCFIBB0134;01/01/2034;2243,95;695,00;12/2020;Mercado;Dívida Interna
TDAD10C236;01/03/2023;1568411,35;15515,00;12/2020;Mercado;Dívida Interna
TDAD10C340;01/03/2028;108291,60;1080,00;12/2020;Mercado;Dívida Interna
TDAD10C410;01/03/2022;557019,45;5601,00;12/2020;Mercado;Dívida Interna
TDAD10C416;01/03/2028;557019,45;5601,00;12/2020;Mercado;Dívida Interna
TDAD10D234;01/04/2021;2019623,52;20028,00;12/2020;Mercado;Dívida Interna
TDAD10D335;01/04/2023;717416,70;7167,00;12/2020;Mercado;Dívida Interna
HCFTEE1230;01/12/2030;3268349,06;647552,00;02/2021;Mercado;Dívida Interna
AINSS A021;23/09/2029;4058,73;3,00;02/2021;Mercado;Dívida Interna
AINSS A014;17/12/2028;5678,84;4,00;02/2021;Mercado;Dívida Interna
AINSS A011;15/10/2028;11528,64;8,00;02/2021;Mercado;Dívida Interna
NTN-B 150323;15/03/2023;19276020,52;5414,00;02/2021;Mercado;Dívida Interna
ECTN 0103;01/03/2021;150428010,04;30247,00;02/2021;Mercado;Dívida Interna
ECTN 0207;01/07/2022;457701561,36;121293,00;02/2021;Mercado;Dívida Interna
TDAD11L415;01/12/2028;688961,46;6974,00;01/2021;Mercado;Dívida Interna
TDAD11L414;01/12/2027;736380,66;7454,00;01/2021;Mercado;Dívida Interna
TDAD11L417;01/12/2030;698544,09;7071,00;01/2021;Mercado;Dívida Interna
TDAD11L418;01/12/2031;643518,06;6514,00;01/2021;Mercado;Dívida Interna
TDAD12D238;01/04/2027;1954979,51;19339,00;01/2021;Mercado;Dívida Interna
TDAD12D331;01/04/2021;307628,36;3068,00;01/2021;Mercado;Dívida Interna
TDAD12D409;01/04/2023;18099,90;182,00;01/2021;Mercado;Dívida Interna
TDAD12D416;01/04/2030;18099,90;182,00;01/2021;Mercado;Dívida Interna
TDAD12H236;01/08/2025;1406204,80;14048,00;01/2021;Mercado;Dívida Interna
TDAD12J332;01/10/2022;293968,08;2961,00;01/2021;Mercado;Dívida Interna
TDAD12J409;01/10/2023;713726,35;7213,00;01/2021;Mercado;Dívida Interna
TDAD12J414;01/10/2028;713726,35;7213,00;01/2021;Mercado;Dívida Interna
TDAE120255;01/02/2024;1116487,20;10680,00;01/2021;Mercado;Dívida Interna
TDAE120256;01/02/2025;1116487,20;10680,00;01/2021;Mercado;Dívida Interna
NTN-B 150822;15/08/2022;39980113868,25;11187454,00;01/2021;Banco Central;Dívida Interna
NTN-B 150830;15/08/2030;25812044565,78;7415000,00;01/2021;Banco Central;Dívida Interna
NTN-B 150840;15/08/2040;25597903850,82;7420000,00;01/2021;Banco Central;Dívida Interna
NTN-C 010131;01/01/2031;64259029367,74;11042240,15;01/2021;Mercado;Dívida Interna
NTN-C 010421;01/04/2021;43748789807,09;8276976,89;01/2021;Mercado;Dívida Interna
NTN-I 150137;15/01/2037;186678,87;18181,00;01/2021;Mercado;Dívida Interna
TDAD13L235;01/12/2025;1115140,74;11086,00;07/2020;Mercado;Dívida Interna
TDAD09D238;01/04/2024;234870,72;2352,00;08/2021;Mercado;Dívida Interna
TDAD09H336;01/08/2023;875378,19;8861,00;08/2021;Mercado;Dívida Interna
TDAD09H337;01/08/2024;875378,19;8861,00;08/2021;Mercado;Dívida Interna
TDAD09I337;01/09/2024;568490,60;5651,00;08/2021;Mercado;Dívida Interna
TDAD09I338;01/09/2025;580562,60;5771,00;08/2021;Mercado;Dívida Interna
TDAD09I339;01/09/2026;561549,20;5582,00;08/2021;Mercado;Dívida Interna
LFT 010922;01/09/2022;164866092463,38;15022646,00;08/2021;Mercado;Dívida Interna
TDA25080200;01/08/2025;493,95;5,00;08/2021;Mercado;Dívida Interna
NTN-I 150229;15/02/2029;857040,20;86191,00;08/2021;Mercado;Dívida Interna
NTN-I 151028;15/10/2028;3645456,13;366617,00;08/2021;Mercado;Dívida Interna
TDAD09H412;01/08/2023;9681,42;98,00;09/2021;Mercado;Dívida Interna
TDAD09H415;01/08/2026;9681,42;98,00;09/2021;Mercado;Dívida Interna
TDAD09H418;01/08/2029;8989,89;91,00;09/2021;Mercado;Dívida Interna
TDAD09I236;01/09/2022;1126707,42;11397,00;09/2021;Mercado;Dívida Interna
NTN-P 010127-010111;01/01/2027;685866,72;340342,00;10/2021;Mercado;Dívida Interna
AINSS A018;18/06/2029;5481,56;4,00;10/2021;Mercado;Dívida Interna
AINSS A017;22/04/2029;2748,76;2,00;10/2021;Mercado;Dívida Interna
AINSS A014;17/12/2028;5678,84;4,00;10/2021;Mercado;Dívida Interna
AINSS A043;28/03/2032;98570,01;77,00;10/2021;Mercado;Dívida Interna
AINSS A038;16/08/2031;70306,92;54,00;10/2021;Mercado;Dívida Interna
NTN-B 150323;15/03/2023;20217846,67;5414,00;10/2021;Mercado;Dívida Interna
ECTN 0302;01/02/2023;28090144,80;8226,00;10/2021;Mercado;Dívida Interna
ECTN 0305;01/05/2023;7931875,00;2500,00;10/2021;Mercado;Dívida Interna
ECTN 0402;01/02/2024;2284785,72;802,00;10/2021;Mercado;Dívida Interna
ECTN 0202;01/02/2022;96310549,80;19710,00;10/2021;Mercado;Dívida Interna
ECTN 0204;01/04/2022;46453613,96;9698,00;10/2021;Mercado;Dívida Interna
ECTN 0206;01/06/2022;242302702,40;52240,00;10/2021;Mercado;Dívida Interna
ECTN 0211;01/11/2022;721305939,12;183768,00;10/2021;Mercado;Dívida Interna
TDAE100377;01/03/2029;103549,59;991,00;02/2021;Mercado;Dívida Interna
TDAE120438;01/04/2022;50128,00;482,00;02/2021;Mercado;Dívida Interna
TDAJ11IC18;01/09/2021;286529,04;2863,00;02/2021;Mercado;Dívida Interna
NTN-I 150423;15/04/2023;39836255,58;3830870,00;02/2021;Mercado;Dívida Interna
NTN-I 150427;15/04/2027;7906938,37;760374,00;02/2021;Mercado;Dívida Interna
NTN-I 150323;15/03/2023;41516455,04;3818505,00;03/2021;Mercado;Dívida Interna
NTN-I 150421;15/04/2021;78853643,16;7252619,00;03/2021;Mercado;Dívida Interna
NTN-I 150422;15/04/2022;57769661,11;5313405,00;03/2021;Mercado;Dívida Interna
NTN-I 150529;15/05/2029;3122031,15;287151,00;03/2021;Mercado;Dívida Interna
NTN-I 150530;15/05/2030;2156830,56;198376,00;03/2021;Mercado;Dívida Interna
NTN-I 151125;15/11/2025;14967812,20;1376675,00;03/2021;Mercado;Dívida Interna
NTN-I 151130;15/11/2030;1787580,85;164414,00;03/2021;Mercado;Dívida Interna
TDAD12J407;01/10/2021;714952,56;7213,00;03/2021;Mercado;Dívida Interna
TDAD12J410;01/10/2024;714952,56;7213,00;03/2021;Mercado;Dívida Interna
TDAE071276;01/12/2025;3257729,80;32383,00;03/2021;Mercado;Dívida Interna
TDAE071278;01/12/2027;3182581,60;31636,00;03/2021;Mercado;Dívida Interna
Global 2025;04/02/2025;3797786635,72;688201,00;04/2021;Mercado;Dívida Externa
Global 2024 B;15/04/2024;422616747,00;85557,00;04/2021;Mercado;Dívida Externa
Global 2026;07/04/2026;11970406347,65;2176245,00;04/2021;Mercado;Dívida Externa
Global 2047;21/02/2047;15010335965,49;2789332,00;04/2021;Mercado;Dívida Externa
Global 2025B;06/06/2025;9603629154,00;1750000,00;04/2021;Mercado;Dívida Externa
Global 2030A;12/06/2030;19300497426,00;3500000,00;04/2021;Mercado;Dívida Externa
HSTN A834;15/06/2021;255287,80;4,00;04/2021;Mercado;Dívida Interna
HSTN A836;15/08/2021;191293,71;3,00;04/2021;Mercado;Dívida Interna
HSTN A840;15/12/2021;191379,75;3,00;04/2021;Mercado;Dívida Interna
TDAD11E335;01/05/2024;395218,11;3929,00;04/2021;Mercado;Dívida Interna
TDAD11G238;01/07/2026;4064224,64;40208,00;04/2021;Mercado;Dívida Interna
TDAD11G334;01/07/2023;941742,18;9393,00;04/2021;Mercado;Dívida Interna
TDAD11G409;01/07/2022;1764065,60;17740,00;04/2021;Mercado;Dívida Interna
TDAD11G413;01/07/2026;1764065,60;17740,00;04/2021;Mercado;Dívida Interna
TDAD11G415;01/07/2028;1764065,60;17740,00;04/2021;Mercado;Dívida Interna
TDAD11G416;01/07/2029;1764065,60;17740,00;04/2021;Mercado;Dívida Interna
TDA96110600;01/11/1996;,00;,00;04/2021;Mercado;Dívida Interna
TDA98110600;01/11/1998;,00;,00;04/2021;Mercado;Dívida Interna
NTN-I 150433;15/04/2033;4283,74;422,00;04/2021;Mercado;Dívida Interna
NTN-I 150434;15/04/2034;2365,19;233,00;04/2021;Mercado;Dívida Interna
NTN-I 150634;15/06/2034;30564,84;3011,00;04/2021;Mercado;Dívida Interna
TDA25010300;01/01/2025;122707,20;1232,00;04/2021;Mercado;Dívida Interna
TDA23010300;01/01/2023;122707,20;1232,00;04/2021;Mercado;Dívida Interna
TDA22010300;01/01/2022;122707,20;1232,00;04/2021;Mercado;Dívida Interna
TDAD10E236;01/05/2023;1075310,12;10876,00;05/2021;Mercado;Dívida Interna
TDAD10F238;01/06/2025;7110,60;70,00;05/2021;Mercado;Dívida Interna
TDAD10G236;01/07/2023;315066,06;3109,00;05/2021;Mercado;Dívida Interna
TDAD10G238;01/07/2025;319626,36;3154,00;05/2021;Mercado;Dívida Interna
TDAD10G339;01/07/2027;23500,62;234,00;05/2021;Mercado;Dívida Interna
LFT 010924;01/09/2024;169216026309,10;15589642,63;05/2021;Mercado;Dívida Interna
NTN-I 150430;15/04/2030;1038990,82;104744,00;05/2021;Mercado;Dívida Interna
NTN-I 150231;15/02/2031;154533,31;15579,00;05/2021;Mercado;Dívida Interna
TDAD09I410;01/09/2021;220657,36;2219,00;06/2021;Mercado;Dívida Interna
TDAD09I411;01/09/2022;189333,76;1904,00;06/2021;Mercado;Dívida Interna
TDAD09I413;01/09/2024;220657,36;2219,00;06/2021;Mercado;Dívida Interna
TDAD09J236;01/10/2022;15831,88;157,00;06/2021;Mercado;Dívida Interna
TDAD09K237;01/11/2023;282758,49;2811,00;06/2021;Mercado;Dívida Interna
TDAD10C238;01/03/2025;1576966,80;15833,00;06/2021;Mercado;Dívida Interna
TDAD10C334;01/03/2022;105931,76;1067,00;06/2021;Mercado;Dívida Interna
NTN-I 151228;15/12/2028;1608828,63;170984,00;06/2021;Mercado;Dívida Interna
TDA30050300;01/05/2030;169378,99;1709,00;06/2021;Mercado;Dívida Interna
TDA32050300;01/05/2032;169973,65;1715,00;06/2021;Mercado;Dívida Interna
TDA21110600;01/11/2021;1510048,75;14725,00;06/2021;Mercado;Dívida Interna
LFT 010923;01/09/2023;108628267013,84;9972677,00;06/2021;Mercado;Dívida Interna
TDAD09H334;01/08/2021;891416,60;8861,00;07/2021;Mercado;Dívida Interna
TDAD09I337;01/09/2024;563856,78;5651,00;03/2021;Mercado;Dívida Interna
TDAD09I411;01/09/2022;188876,80;1904,00;03/2021;Mercado;Dívida Interna
TDAD09I415;01/09/2026;220124,80;2219,00;03/2021;Mercado;Dívida Interna
TDAD09K235;01/11/2021;281205,76;2816,00;03/2021;Mercado;Dívida Interna
TDAD10A238;01/01/2025;12916,80;130,00;03/2021;Mercado;Dívida Interna
TDAD10C235;01/03/2022;1533968,05;15515,00;03/2021;Mercado;Dívida Interna
LFT 010922;01/09/2022;130616155540,76;12089362,00;03/2021;Mercado;Dívida Interna
TDA29060300;01/06/2029;9603,55;95,00;03/2021;Mercado;Dívida Interna
TDA21080600;01/08/2021;2673076,77;26061,00;03/2021;Mercado;Dívida Interna
TDA24090300;01/09/2024;16959,15;169,00;03/2021;Mercado;Dívida Interna
TDA29080200;01/08/2029;499,70;5,00;03/2021;Mercado;Dívida Interna
TDAD08F237;01/06/2022;1620874,68;15996,00;04/2021;Mercado;Dívida Interna
TDAD08G236;01/07/2021;1183545,72;11709,00;04/2021;Mercado;Dívida Interna
TDAD08G339;01/07/2025;122918,76;1226,00;04/2021;Mercado;Dívida Interna
TDAD08I236;01/09/2021;718816,14;7146,00;04/2021;Mercado;Dívida Interna
TDAD08J237;01/10/2022;669669,16;6674,00;04/2021;Mercado;Dívida Interna
TDA29070300;01/07/2029;1187892,16;11752,00;04/2021;Mercado;Dívida Interna
NTN-I 150228;15/02/2028;2177026,78;214463,00;04/2021;Mercado;Dívida Interna
TDA29080300;01/08/2029;1810380,52;17953,00;04/2021;Mercado;Dívida Interna
TDAD07I339;01/09/2024;113213,10;1131,00;05/2021;Mercado;Dívida Interna
TDAD07K336;01/11/2021;948907,80;9510,00;05/2021;Mercado;Dívida Interna
TDAD08B238;01/02/2023;44127,23;443,00;05/2021;Mercado;Dívida Interna
TDA21100300;01/10/2021;506018,00;5030,00;05/2021;Mercado;Dívida Interna
TDA25070200;01/07/2025;19282,56;192,00;05/2021;Mercado;Dívida Interna
TDA29040300;01/04/2029;80088,96;808,00;05/2021;Mercado;Dívida Interna
TDA27070200;01/07/2027;19282,56;192,00;05/2021;Mercado;Dívida Interna
TDA25080300;01/08/2025;1925157,96;19044,00;05/2021;Mercado;Dívida Interna
TDAD06I339;01/09/2023;1973217,06;19681,00;06/2021;Mercado;Dívida Interna
TDAD06I340;01/09/2024;1985348,52;19802,00;06/2021;Mercado;Dívida Interna
TDAD06J238;01/10/2021;1792733,52;17778,00;06/2021;Mercado;Dívida Interna
TDAD06J337;01/10/2021;730529,80;7298,00;06/2021;Mercado;Dívida Interna
TDAD06J413;01/10/2021;1009895,04;10164,00;06/2021;Mercado;Dívida Interna
TDAD06K339;01/11/2023;1061156,67;10619,00;06/2021;Mercado;Dívida Interna
TDAD07B238;01/02/2022;2423059,95;24267,00;06/2021;Mercado;Dívida Interna
TDAD07B339;01/02/2024;513110,40;5160,00;06/2021;Mercado;Dívida Interna
TDAD07D415;01/04/2024;790,96;8,00;06/2021;Mercado;Dívida Interna
NTN-I 151227;15/12/2027;3394221,56;360733,00;06/2021;Mercado;Dívida Interna
TDA25120300;01/12/2025;5413443,34;53951,00;06/2021;Mercado;Dívida Interna
TDA26070200;01/07/2026;19313,28;192,00;06/2021;Mercado;Dívida Interna
TDAD06D340;01/04/2024;1365397,84;13753,00;07/2021;Mercado;Dívida Interna
TDAD06E338;01/05/2022;507296,16;5118,00;07/2021;Mercado;Dívida Interna
TDAD06G415;01/07/2023;1477688,70;14970,00;07/2021;Mercado;Dívida Interna
TDAD06G417;01/07/2025;1477688,70;14970,00;07/2021;Mercado;Dívida Interna
TDAD13J233;01/10/2023;3203137,74;31686,00;07/2021;Mercado;Dívida Interna
TDAD13J235;01/10/2025;3130757,30;30970,00;07/2021;Mercado;Dívida Interna
TDAD13L237;01/12/2027;1115251,60;11086,00;07/2021;Mercado;Dívida Interna
NTN-F 010125;01/01/2025;78758884576,35;83916516,00;07/2021;Banco Central;Dívida Interna
TDAD13L333;01/12/2024;789625,94;7901,00;07/2021;Mercado;Dívida Interna
NTN-I 150624;15/06/2024;21523519,68;2202080,00;07/2021;Mercado;Dívida Interna
NTN-I 150626;15/06/2026;9105105,26;931547,00;07/2021;Mercado;Dívida Interna
TDAD06G416;01/07/2024;1478886,30;14970,00;08/2021;Mercado;Dívida Interna
TDAD06H417;01/08/2025;58732,45;595,00;08/2021;Mercado;Dívida Interna
TDAD06J414;01/10/2022;1011622,92;10164,00;08/2021;Mercado;Dívida Interna
TDAD06J418;01/10/2026;1015405,06;10202,00;08/2021;Mercado;Dívida Interna
TDAD06K238;01/11/2021;942765,34;9326,00;08/2021;Mercado;Dívida Interna
TDAD07B337;01/02/2022;514864,80;5160,00;08/2021;Mercado;Dívida Interna
TDAD06L340;01/12/2024;246846,60;2466,00;08/2021;Mercado;Dívida Interna
NTN-I 150624;15/06/2024;23245924,24;2337801,00;08/2021;Mercado;Dívida Interna
NTN-I 151225;15/12/2025;12874436,11;1294759,00;08/2021;Mercado;Dívida Interna
TDA23080300;01/08/2023;1881891,58;19034,00;08/2021;Mercado;Dívida Interna
TDA26040300;01/04/2026;80686,88;808,00;08/2021;Mercado;Dívida Interna
TDA25120300;01/12/2025;5440418,84;53951,00;08/2021;Mercado;Dívida Interna
TDA22050300;01/05/2022;360289,37;3617,00;08/2021;Mercado;Dívida Interna
TDA22120200;01/12/2022;1410409,00;14090,00;08/2021;Mercado;Dívida Interna
TDA23100300;01/10/2023;470622,96;4644,00;08/2021;Mercado;Dívida Interna
TDA24100300;01/10/2024;470622,96;4644,00;08/2021;Mercado;Dívida Interna
TDAD06H338;01/08/2022;54719,35;553,00;09/2021;Mercado;Dívida Interna
TDAD06H414;01/08/2022;58780,05;595,00;09/2021;Mercado;Dívida Interna
TDAD06I340;01/09/2024;1956041,56;19802,00;09/2021;Mercado;Dívida Interna
TDAD06J238;01/10/2021;1805889,24;17778,00;09/2021;Mercado;Dívida Interna
TDAD06J338;01/10/2022;680290,17;6763,00;09/2021;Mercado;Dívida Interna
TDAD06J413;01/10/2021;1012436,04;10164,00;09/2021;Mercado;Dívida Interna
TDAD06J416;01/10/2024;1012436,04;10164,00;09/2021;Mercado;Dívida Interna
TDAD06L337;01/12/2021;245536,74;2449,00;09/2021;Mercado;Dívida Interna
TDA14110600;01/11/2014;,00;,00;09/2021;Mercado;Dívida Interna
TDA29040300;01/04/2029;80880,80;808,00;09/2021;Mercado;Dívida Interna
TDA18020300;01/02/2018;,00;,00;09/2021;Mercado;Dívida Interna
TDAD11A237;01/01/2025;32006,07;323,00;02/2021;Mercado;Dívida Interna
TDAD11G338;01/07/2027;938548,56;9393,00;02/2021;Mercado;Dívida Interna
TDAD11G411;01/07/2024;1761049,80;17740,00;02/2021;Mercado;Dívida Interna
LTN 010125;01/01/2025;3070264922,36;4280009,99;02/2021;Mercado;Dívida Interna
LFT 010325;01/03/2025;31041064041,93;2879301,00;02/2021;Banco Central;Dívida Interna
NTN-I 151030;15/10/2030;690903,28;66441,00;02/2021;Mercado;Dívida Interna
TDA97110600;01/11/1997;,00;,00;02/2021;Mercado;Dívida Interna
TDA99110600;01/11/1999;,00;,00;02/2021;Mercado;Dívida Interna
TDA25030100;01/03/2025;1865173,36;18787,00;10/2021;Mercado;Dívida Interna
TDA28110300;01/11/2028;221241,24;2178,00;10/2021;Mercado;Dívida Interna
TDA21120600;01/12/2021;2578879,25;24785,00;10/2021;Mercado;Dívida Interna
TDA23120600;01/12/2023;1138307,00;10940,00;10/2021;Mercado;Dívida Interna
TDA22050200;01/05/2022;130898,24;1312,00;11/2021;Mercado;Dívida Interna
TDA32050200;01/05/2032;130898,24;1312,00;11/2021;Mercado;Dívida Interna
TDA35050200;01/05/2035;131297,32;1316,00;11/2021;Mercado;Dívida Interna
TDAD09K338;01/11/2025;278458,87;2813,00;12/2021;Mercado;Dívida Interna
TDAD10B236;01/02/2023;3751,06;37,00;12/2021;Mercado;Dívida Interna
TDAD10C418;01/03/2030;558437,37;5613,00;12/2021;Mercado;Dívida Interna
TDAD10D235;01/04/2022;2006702,10;19890,00;12/2021;Mercado;Dívida Interna
TDAD10D238;01/04/2025;2071372,59;20531,00;12/2021;Mercado;Dívida Interna
